qid,question_text,target
824cfdfd08d01f058ed2,I think that Ringo Starr is an exceptionally talented drummer. What do you think?,0
ab09f6a3f006b8e1011d,Why are feminists the way they are towards men? Why do they hate men so much even in situations when a man not have done anything wrong to any woman?,1
22b01a9b50d0718f5c84,What is the best way to learn recursion and backtracking?,0
713d95e01c5050fa55c1,Why is CCP shameless enough to harvest organs from live patients?,0
3c9cf39840d6b817b3d3,"Given that everything is just a bunch of particles floating around, do ""we"" really exist?",0
07f88ab137bf8860c1b0,Does the family of a priest callbthem by name or do they refer to them as father?,0
a10b9ff9ae7d83f7abc0,"What does ""a pur of runway"" mean?",0
8af1a712bf48f017342b,"Can I use vinegar for etching for PCB? If yes, then how?",0
7c09338463682566e188,How much you can save in Hong Kong in one year if onsite from Infosys?,0
e110f50e0ae55718a58a,"What do you tell yourself, friends and family in order to justify why you remain [trying to have normalcy] with a narcissist?",0
77a65270ef90f54d3661,What is si unit of tempreature?,0
9ab80052b900df05c0e3,Is there any evidence that Sumerians (or other ancient cultures) knew about the Gobekli Tepe?,0
1f4f0d852f250c5330aa,What are the perfect room conditions and lighting to take catalouge photos of my product with a backdrop sheet?,0
bd92a66a4147827e69f5,Why do men prefer anal sex more?,1
4686bc592f4b3ff7ce01,It seems that snails are popular in Vietnam. Is there any relation to Vietnamese people eating snails and French people eating snails? Did the French pick it up from the Vietnamese or vice versa or did they both just like snails independently?,0
9819c51a97af23a5bef6,Can a form teacher write a recommendation letter instead of the school counselor?,0
abbc894a4e6fd3b80781,"For Christians who think owning guns is wrong, what is thr basis for your belief?",0
fc805832e470c976cf0d,"Who'll you pick as more talented young player, Mbappe vs Sane vs Dembele vs Asensio vs Timo Werner vs Gabriel Jesus?",0
4ad5fccca07cb807f85f,What has been your experience with Punjab Police?,0
2469b2caa571007fe096,Is there a FiveThirtyEight book collecting all articles together?,0
89631cc619bba502658c,Why has UNO very careless attitude toward killing in Burma? Where are organozations for human rights lost?,0
dced247f507c3decc6e4,"Would an HR Consulting job at WTW be a good option for a finance graduate, looking forward for an MBA Finance after job?",0
8267c5549937f617a22b,"Couldn't you create a bezeless phone by creating a camera that slides up from inside the phone, and the speakers just being on the buttom?",0
0f99cfd28539f540fb08,How can I make a sluice to pan for gold?,0
f905c2ecf08fc91891b4,What kind of mutation is Turner syndrome?,0
ab503062d6cfe862cf74,"What is the natural habitat of the Spotted Turtle Dove, Pearl-Necked Dove, Lace-Necked Dove or Mountain Turtle Dove in Pakistan?",0
0cc2025d1dfd71749f54,How should I reply to my ex-wife who has been spamming me with emails that she wants to be back in my life?,0
75d909aeec94f7c60db4,"Why I cannot post comments on Quora today? There is simply no ""submit"" button.",0
4e95b5f671527c61c01f,"What would be my macros if I wanted 15 percent body fat, I'm 15, '5""8 and 180 pounds (at around 30 percent body fat currently)?",0
4b89cefe44db092c154c,What is the international numeric system?,0
50e56eb0ecaadbcf2cbe,What is the meaning of gravity–particle duality of photons?,0
1c2d43edd19dc169b225,Where can I find revision notes and exhaustive question bank for NEET?,0
14a1ebeb9be51a18b610,What’s your favorite Wendy's burger?,1
0f6671f18abfba788f7a,What are the best student accommodation areas in New York?,0
a74851dbb7ea61a71f0b,Why do Italians look so dark?,1
11f19cd1ddb667ae9fcb,What are some differences between Christians in Western Europe and the USA?,0
a540960aba6d9d8fa05b,What was the moment when you are most disappointed by your friends?,0
afdb4f1779cebf875096,"Why are caucasian better looking than other races? They have multiple eye colors, beautiful nose shape, but black and Asian have flat noses. I rarely see Hollywood movies but this beauty standard is born in my mind. Is caucasian the superior race?",1
88178e59479b4fea257f,Why do I get nervous when people yell?,0
4610433ace0884dab9ba,How do I start out to get into the film industry?,0
32fb7c074bfafe0c85f6,Can I get EC in IPU if my ranking is 11361? I am getting 30% scholarship in geu Dehradun?,0
0de40d68e4fe2996de4d,"Who would win in a battle of zombies: An army of Left 4 Dead Green Flu infected and Special Infected, or an army of Resident Evil T-Virus zombies and mutants?",0
6fbff5fe2c7811df95d3,Are home made pistols legal?,0
b103c0b8c9d826dc6241,Are Indian boys raised to be a sexist?,1
e6349880d091d4ac82d8,What are some tips to choose a wedding florist?,0
a49b00c81aa1bc181717,Is Batman a realistic superhero (in the movies)?,0
dc30691b764809e76389,What do you feel about love?,0
06606687cb5064be218d,"What are the benefits of studying at Anna University Chennai - Regional Office, Tirunelveli?",0
f1f975eb09eae102e113,What are some examples of a plant cell?,0
1be0be64463192560384,Can you become gay if a girl hurts your feelings?,1
39918914d0cd5fcf85ef,What are some strange secrets about girls?,0
a17a8a35e308b63feaf1,Are white girls' vaginas tight?,1
d8889c254af63ca51274,"Has there ever been an acknowledged, practicing “Flat Earth” Artillery officer?",0
2f1b9da785b3981650d7,What should I learn (related to technical skills) before I go for MS in MIS which will help me to get an upper hand in the US?,0
182ea852b0ed8bf73671,Can u provide me with any information on how to deal with a family member who has meth-enduced schizophrenia.?,0
1966310086075acf259a,What are the currentVisa print guidelines?,0
e4bf6ba1f80ebd8bac0d,How much do you spend on your clothes in a month in India according to your income?,0
7df60dc1b0ebf78ae5de,"How is Delhi Meteropolitan Education, Noida’s Centre for Gender and Sexuality for an internship?",0
234fb7580232d9571b2e,Do all material that exist in the world have a melting point?,0
71eee69147c95b38ee13,What are the effects if the debilitation/fall is canceled within the Mars in Cancer and Venus in Virgo?,0
bfaf6530bb20aa4535ef,What are the effects of eating roast meat?,0
1b7f760384bf7af77df6,"What are the good and bad neighborhoods of Renqiu, China?",0
148a9b5bcd34ba6e1d0d,Why do teachers sleep with students?,0
062229b2fa6ace0cab4f,Why is Samskritam learning spreading in TamilNadu?,0
a485093705e699924a89,What are the best websites for watching movies on iPhone?,0
7a1a226137471f8d3bfa,What are some ways I could anglicise my last name Mulder?,0
28f7b43b66ba51618270,Why do vegans say they are happy when all they do is complain about how people eat meat?,1
bbcd4b5bdc9bad274fae,What are the different kinds of volcanic eruptions?,0
e11bfe448d37bdfe02f1,Do you find battery life on your Samsung Galaxy s8 good?,0
4ef95e9999d7aff7e1c4,What's the difference between HFT and market making?,0
c61e4bb6d42b18d300cb,What is independent assortment in meiosis?,0
ace5dfa0a46a09c62bf7,"We are running a hospital in Delhi under a properietorship for the last 3 years. Also, we have a trust existing for 4 years. How do we cover the hospital under this trust?",0
ccc9ad2a44af9dd9e8a8,How does the humanity been created?,0
de841f0344bbf97b30d4,Will Gorillas survive in the rainforests in India?,0
c37573ef516fbf1952ab,Which is the best Automotive Repair Service Center in Hyderabad?,0
64be50b12960b0670b60,What if God is not omnipotent?,0
4798a9805794af5ffba3,"Which ride at Disneyland gives you the creeps, even though it's not supposed to he scary?",0
6e6c757b01261f181c10,How do I buy Ritalin?,0
68edcc1c6134d4a6e1a6,Should I keep dating a guy that only makes time to see me once a week? It’s creating this endless feeling of longing for him and wanting more and I hate feeling this way.,0
98f7ae1fadc67f58047b,"Why do most Europeans blindly trust their governments, despite the long history of dictatorships and tyranny there?",0
60e96f65e233eaa06091,Why do people deny the inevitable fact that Andrew Scheer will win in 2019?,1
0f0532a9cb79ff232c42,"Is it okay to want ""it"" at only 12? I masturbate, but I feel weird that I want more. Is this normal or should I get help?",1
7f84dcdc863201d8ee78,Is it difficult to find a girl who never had any relation?,0
4a9821200649f394482f,What's the significance of velocity?,0
e55449b1edcb0fbadad4,Why do Japanese people keep talking about Germany?,1
eb3612984a53fda2f11b,What are the opportunities will I get after clearing UG NET?,0
f4b30416dae94fcb7176,"Is Trump honest and honorable (that part was rhetorical), and does it matter?",1
b27267e2609eab7ac469,"If you could ask an NBA superstar any one question, what would you ask?",0
0d213ea41a1e53f97afa,How many users are there on Google Tez in India?,0
5d6785c36127b86584fe,Do video games really cause kids to be more violent?,0
7835382dc6747a77dea4,What if a dog which is not older than 3 months licked my open wound?,0
bd128108d0edc4de641a,Why can't we all behave like brothers and sisters? Aren't we all just a copy of one another?,0
8199de2b03c0d643e042,When were Xrays first used as a cancer treatment?,0
11dbb72c41f73608c2af,What are some African names for lions?,0
5767c66cb349205e1672,"When will a relatively known academic openly and publicly criticize specific contents of the CTMU, putting his reputation at risk because the CTMU is absolutely true?",0
dd569e1009feda509b02,The initial velocity of a stone thrown vertically upwards to reach a height of 10 meters is?,0
82ff6cc7ca293873a2ba,How long is a zebrafish pregnant for?,0
536ee3c78c537975b679,How do you break up with a narcissist and how can you get that person to move out of your home?,0
93071da3ae94df75d307,Is there any forum in here to discuss the Canadian RP?,0
73b5996b7b8bb785e167,Which are the best English willow cricket bats under ₹2500?,0
94238134c0c0afc00e74,Can I get into a good university for an MS in Canada?,0
5aada717548eb33d6abd,Which is the worst Indian bank?,0
7325a09781aee0109297,Why are there so many questions about psychopaths on this site/app?,0
5e906176a043d26520d4,How easily can I get approval to use copyrighted music for a YouTube video (a popular game show theme I want to use)?,0
a90accf691491f5f3004,"What is the thing, who made it that can't sell it, who purchase it that can't use it and who use it that can't able to see it ? What is the thing?",0
5944d074e82a04295ac2,"It seems that there are ""semi identical"" twins where there is one egg fertilised by two sperm. How does that work genetically?",0
2d79f6734712c6e94a42,What causes ileitis?,0
e9652472fb56bcc841cc,"If we live by the ""innocent until proven guilty"" standard, why false sexual accusations are enough for a teacher to lose his job?",0
8e3116c28bf6240f0510,Would you rather be Arsene Wenger or Aime Jacquet?,0
e645d48ac99e81bb9163,In what way did Platonism influence Augustine?,0
257dfad7e74d77765e86,"How come when guys cheat, they are treated horribly, but when girls cheat, they are basically rewarded?",1
62eb2b1fec2a78fd117d,"I’ve lost my ID, birth certificate, social security card, everything. I’m currently homeless with no job so I have no documents at all. I was born in Connecticut but now I’m in Arizona with no family that can help me. Where do I start?",0
9aca3a2ab565afbe50cc,What are the models of communication?,0
bfd58d643e4477b64572,Why are some Republican legislators compelled to openly heap such praise on President Trump when something is accomplished? No other president has been so lavishly complimented for doing his job.,0
f330e57dd5b9a3bd810a,What are the best Photoshop application/software for mobile/computer for free?,0
86294d3cf7b561b3b628,Catalonia or Spain: what’s your stance?,0
c75cd74bbb74f8fe8195,What is the consequence of a 2nd degree burglary?,0
dade1e0742570a8a63f6,Do I have to attach every necessary document or just a resume attach with the cover letter?,0
c9471faab1cd23392408,How does it feel to be a soldier?,0
82dd881b207ffb411c39,How can l delete my Instagram account if l don’t remember the password l log in with?,0
aa916f1a1fdfba7b598b,How do you factor expressions?,0
bdf796e6f404ceb86da7,What does mpv means?,0
5781aa04c1dc0822d2b8,Where can I buy a bariatric mattress for a hospital bed?,0
2abe3a24ce1f91f804ff,Which brand makes the longest lasting vehicles with the most bang for your buck?,0
e1bf215a1c19d0705652,How is saccharin regulated by governments?,0
e22a0b012e03b9d4c155,What is Twitter auto favourite tweets website?,0
a1564e9f371565a026be,"Given the demands or even job of a teacher, what are good fountain pen/ink combination or practice that can be used everyday on the job or like grading papers that can last for a long time?",0
76798d692005c2f1dc43,Is musical theatre a populate genre of music in America?,0
e626eb309aba541a50b0,Where do I sell final expense insurance leads?,0
0bf434b5a8bd35459d58,How should I include a fellowship on LinkedIn?,0
1678622be3b57102f32d,How does iron deficiency anemia develop on children?,0
3c022b46460c856d2471,"I want to launch an app. This app is a social networking app for professionals who would like to get guidance in their field and future prospects. What should my marketing strategy be, if I want to promote the app in India?",0
f0fa53025b343b76bf4a,What things are cheaper in Pakistan than in India?,0
04f7381d46ad014511c8,What are the k p I used in firm strategy of supply chain?,0
274c13fe6b199500764e,"Which is my native state? I was born in Bangalore, studied till 10th in Tamil Nadu. Later we shifted to Bangalore (all my government documents have my Bangalore address). I am a Tamilian.",0
553e950044b7fc8f3da2,How do winds affect climate?,0
085d5aa2f44f385a77a7,Have you ever witnessed a person less qualified and less educated be chosen over you for a job position?,0
67655533971913c5d6d1,How would you show that air is needed for combustion?,0
bb14250fbdec6ad2adf4,Can India and Pakistan be one again?,0
7602ae5a7dc342793170,"Following ""all that comes up must come down"", what happens when you blast of a planet and it explodes?",0
9feec5ebe6e134290b04,Why are there North Korean Embassies around the world?,0
0de42f6f902354e2c249,What is it like to attend school in Finland?,0
80400af5d5fc6ae13719,What are pivotal questions used for?,0
7561350e9356e609d09c,"What is the difference of ""borkers"" and ""agents"" in insurance industry from a legal prospective?",0
204c7491b394a98069ae,Which are the best schools in Mumbai?,0
e053d85d8a38c1ae3331,How can I make the best poems?,0
e28ff1f586422106692c,What is a good recipe for making white mountain bread?,0
9fb696abcf3f133bfad6,How do I tell my friend to stop joking about my lack of friends?,0
cc44d8c841a43a8944cc,"My JEE (Main) rank is 90k, should I apply for IIIT Delhi, considering I'm eligible for bonus marks?",0
ea872e82a955634b9a7f,Where and how can I find good swimming trainers in Bangalore?,0
36ab195603d1c0ec88c7,How can the cases of human right abuse by Indian forces in occpied Kashmir be reduced?,0
11b18598cf46809e8a6e,What products / information people need regarding to stock investment?,0
31bb382a9b91610bd61b,Are female noses more crooked than male noses?,0
fd2720005c60940bce73,What is the best way to gain abs?,0
c603b2bbe71bec526a6f,"What is the best free service to host and edit a single HTML file, with the shortest domain name possible and also with a good ranking on Google search?",0
f517956d0a675d5c4fc0,"What is the perfect date in Marrakesh, Morocco?",0
89df5111dccc3525ad9a,Is this the life you really want?,0
f151315c02685e916baf,What occupation is the most difficult to do?,0
6fdb80f8d82c130ac647,How do I write John Paul Jones Jr?,0
095a20a354c93082ce4d,How often do you dream of loved ones that have passed?,0
6b56686b4a4a864cee6d,Can I do BCom from Loyola university after 94% in 12th Science?,0
75db6181fbe89aec07c5,Why doesn't my husband want sex anymore?,0
4954195802c7a92ab393,"Do you think Hidden agenda of Jains is to eliminate Hinduism, they have started claiming that Tirupati Balaji is Jain temple? If rishabdev is mention in vedas don't it means that mahavira framed a story from Vedas?",1
f2490e34768740213aff,Can traditional Chinese families intermarry with families from People's Republic of China? What are some possible differences and conflicts?,0
e6033a658e50113b6440,When we strech a wire to triple its length the area of cross section become one third?,0
c13071f8e5f4d69c7058,Is there an Android 7 ROM for Intex aqua Lions 4G?,0
e21f7f7869b375faf0a0,What is your most weird dream?,0
1a6bb5f754dae3bdbd00,"Have you ever gave up on helping a difficult, client or customer?",0
c8b877fcaf5fa40b85b1,What's the cultural difference between quebec and France?,0
f53ebb9d333775a33954,Have you found your purpose of life?,0
bfd931a8d68571e18a29,How good is a single room at Vapicha?,0
7cfceecb3e96cb6c607a,What are the ways for 4 year experienced mechanical engineer to get a job in abroad?,0
7f8ebbaf55648d4a3a32,How can I get good cook in India for my food truck business?,0
41a98730bd6e81c84fc8,"Should a programmer be ""very"" good at mathematics?",0
7398342d6995204d04ae,"Do all narcissists use ""mirroring"" as a manipulation tactic?",0
742bde67af52cc792677,What is the difference between Msc microbiology and Msc microbiology hons?,0
f03be12cb8457ec1bd58,Why should I follow people on Quora?,0
6aa33ec4145c32b7048c,Will you give UPSC CSE?,0
df08bdddac2c1b132756,What are interesting design patterns for neck warmers to crochet?,0
d1a5071c7e1ae7928e50,Which is the latest version of Huawei?,0
e26f73ce16f6e7651e3f,What are online trainings available for Informatica IDQ?,0
9a1834551a3a0cf9f1f6,Do hippos kill humans deliberately?,0
b6248b9d4400e6da6c0f,How are films shot with normal cameras optimized for IMAX release?,0
8bb7087cbf7c84062091,How does interrupts in operating system work?,0
559dbe0418ba7ebd0cca,What are some good recipes for blue vodka shots?,0
9f5bd5f818b1c4f947f5,How do I plan a family trip to Goa?,0
a1d0b646d72b9376cf15,The view from the hilltop is beautiful?,0
52ee3e55371e706cc992,What should you take into consideration when painting a textured ceiling?,0
df471dc9625dee47e8cf,How are goalie gloves cleaned?,0
9d5a99113288e807a3f4,What are pros and cons of using the Xapo (BTC Visa card)? Are there better options in Europe?,0
bbec0a0b076c13d86442,What is the most horrible assumption you ever made about a person or group of people only to find out later it was wrong?,0
eee52ad528a716ca8d21,"A asked B to be his agent to purchase a land for him. A told B not to buy above £6,000. B found a land but price is £10,000. B bought it from C stating that he is acting as a agent. Is the contract valid between B and C against A?",0
d1cae5e32ddec800a208,How can we detect charges?,0
f84b80109300a7bfd494,Who inherited Crassus's wealth after he and his son died at Carhae?,0
3c8271849513bd70d311,What are the basic elements of poetry?,0
93f3478ef00f5c6e1b82,What are some examples of selective advantage?,0
febc2a165d76053d9db5,Why is Udhampur so good?,0
99c266b48db50c827856,What is meant by cloning? Can cloning make a better plant?,0
a0634af38f052c2f0dca,"How do I encourage my spouse who has cancer to evaluate his options and get second opinions? He says I'm being negative when I'm basing my fears on more medical knowledge than he has. I've worked in a hospital, while he has always avoided doctors.",0
b8cb00ae8a79aa1edd95,I only brush my teeth at night. I don't get the morning breath feeling at all. Is this okay?,0
3b6f9e1a3036230e81bc,Is Israeli soldier Elor Azaria a hero or a killer?,0
8ca71c21626194280e60,"Why do so many people have the impression of Arabs (especially those in Gulf countries) as evil, cruel and barbaric?",0
4e0fa1c8e626025ee098,How does dielectric strength depend on electrode shape disposition?,0
5a6d5cb215fc939cb2da,How can I personalize my wedding ceremony?,0
49210ac3712d8e513edd,What is a drum for a laser printer?,0
63799472516a93f0f920,"Is it true that the CO2 produced when making a solar panel is more than the CO2 saved in its lifespan? If not, how much CO2 can 1m^2 of solar panel actually save?",0
c957f384adecde385464,"Why is the topic ""role of women and women organisations, poverty, urbanisation"" placed in GS 1 syllabus when it is related more to GS 3?",0
cd19dc139b3c95f9a7a6,Why does the United States need much illegal drugs?,0
537553fe948059508cb7,How do you display alerts in a web app?,0
4f9b5317387d6469b16d,Which thing can help me to quit smoking?,0
f801ab59ea963511ddb1,Where I can find morning star total geography notes ICSE for class 9?,0
999b07989cd6ece4410d,"What would happen if I threw a ball with velocity that approached the speed of light, over a tar pit and into a mountain filled with uranium?",0
3ac63943114298b316fe,Should students be trained on how to use heuristics in problem solving?,0
d878b777873d53481143,"As an Asian (person from an Asian country), have you ever tried yerba mate tea? What was your opinion about it?",0
f468f7b50e0c967c4e70,How do I overcome insecurity if at all possible?,0
fb865573824d3de54c8a,"Which one should I go for, EEE at NIT Surathkal or chemical engineering at BITS-Pilani campus?",0
9376ec01c18afa90d5de,How do we manage to travel?,0
5197f47283531ba84db7,Why does Vancouver want to be a apart of China?,1
b12211a2d9d0518edc2d,When will the 2018 USACO finalists be contacted?,0
7e2503390e4950a57bdb,How many pens Reynolds or rorito launch?,0
86e3d20e7267730a115c,"How will the middle class and rural poor Trump supporters be affected by the #taxscambill? Will this make them more aware that they voted against their own interests, and won't make the same mistake again?",1
68c244e0bfcdb224c144,Which is the most underrated language?,0
bd849fa525e61b0bd9eb,Do I need a degree before doing CS (company secretary)?,0
ad93d35135c257690750,Why there is islamphobia?,0
704cf3749882354289d8,Which are best names starting with A for a boy?,0
85579b7ccc090818e8fc,"If life were a person, what would you say to him/her?",0
a5c098d3d32d921f51f8,Is it okay to not like someone because of their looks?,0
4c7474f41dfb283b535b,What is heat and temperature (in the scientific way)?,0
0342006eb65bfa516b2f,"To those people (esp teens) who has epilepsy, how did having epilepsy impact your life and how did you cope?",0
405a1c1aafaa96aab05d,What is the synthesis of a peptide bond?,0
71f034a4993e61635133,What is the most easier way to start and conduct a research?,0
24a98987a94ec5138108,Why do you want to become a civil servant?,0
f5a2883e729a79000fef,Why do some people expose all their problems on Facebook?,0
106b16b074c2cc583cec,How do you know if you have depression? Do you need to consult a doctor? Do you need to be diagnosed?,0
4b81da537c216709a985,Can an iron nail rust in an alkaline solution?,0
bb8a49c559793791536a,Why do some people think that girls stalking boys is okay but not the other way around?,0
e1b913999bdfcbd0121b,What are January conditions on the ITCZ?,0
1ae995e6d4ff34e4e779,"Why does my husband get crazy when I mention seperating, since he tells me everyday how much he hates me?",0
875a62d8d862bafd7c82,How is Islam integral to afghan culture?,0
ec1f17420f6f8ae77dd9,Why does 1/4 drag racing cause a lot of cars to overheat so quickly?,0
4319a76d09bdc9729379,Why dont Sae Supra cars use open differential?,0
1774bd671435e9dcfd46,Which seeds are used for spouting?,0
54d1401e29d4dab58bcc,Is there any Urdu/Hindi speaking community in China?,0
29f72f96402f512fc71a,What are your coping skills?,0
46cb890b4aa2d0e5e43c,What’s the difference between Christianity and Jehovah’s Witness?,0
245cac304bbc40589bf5,What are the minimum percentage I require to take admission in DAV for BA music?,0
af0e29a18d35d02d930e,"In Hebrew, what is the difference between the words 'bar' and 'ben'? Don't they both mean 'son of'?",0
220555810c84ad6b0c10,Why are so many journals hard-bound instead of spiral?,0
a35268666dcdf264724b,Why does my Jeep liberty not want to start right away in hot weather?,0
fba4f86e9608bc75e50f,"How can you take care large tank fish 500g or bigger, especially clean the bottom either sand or gravel?",0
3a8c6e3815e4fce5ab81,Does anyone get extremely tired/sleepy after eating gluten?,0
f220e9ef8233b879f5b7,What is the actual length of the Chevy Colorado/GMC Canyon?,0
e5f00a1f5def4ec24dda,How was Mount Roraima formed?,0
b6f0b245823024bd7551,"If a major popular artist were revealed to be transgender, could their fans sue for being misled?",1
4352833dcf37ef278568,Why weren't all American riflemen during WW2 issued BARs? Wasn't it just a rifle with the capacity for automatic fire?,0
27a1cc4e73d6108343a9,Which video game is the first to use the F word?,0
992c9d589083bfe1fbef,How were the placements of paint technology at hbtu this year?,0
b723ddba070be56c714e,Would it look better if I waited a year after high school to attend college?,0
e45ed6c66874a7960d78,What is the best online resource for Hindi to English translation?,0
964c288c48b652df95a9,Will there be an increase in the crime rate among students and millennials due to youth unemployment and low wages?,0
6e63aa8f901ca6764000,"If you won a large amount of money in a lottery, would you tell your boyfriend/girlfriend?",0
16729e7f29c246baf6af,What are the chances of passing CA-IPCC group 2 if I have not started articleship and revised for more than 5-6 times each subjects with previous year question papers?,0
49400e402e4d6e547103,Are future generations going to do nothing but play games and be indoors?,0
e353e0410ca6d4bc5941,Why did 400 men in India remove tesrticles to get closer to god?,0
50fd64a010161d28428b,Was Marilyn Monroe sexually abused?,0
d3a97da2d25d6c3d1265,Is it normal for mucus to be in pee when you are sick?,0
d9148ce7803ae3e234f9,My parents are letting me decide what I want for a reward for doing well in school. What should I ask for?,0
4710b32fa773e27d99db,"Why would a girl have sex with everyone but me, yet still try hard to keep me around as a boyfriend?",0
b8876117bac65022998c,How many marks should be scored in IPE to do agriculture?,0
fbdb119fc33094045db3,What are the best project in embedded for BE(ECE) final year?,0
a1ac39bb89f4220e38d4,Which OBC or SC category does Sarkar belong?,0
d57185c2afc65609b6c8,What would Lord of the Rings be like if Sam is the ringbearer?,0
d18a0a5244ac2b8df3ec,"What does SPO AE stand for with a Norfolk, VA address?",0
f720ec713d330aeec9df,What are the job prospects for University of Amsterdam economics major students?,0
0bcb38b8c9c29be22ef6,Why does urbanization occur?,0
a65943b0f1efb10e893d,Why was Lilith left out of the Bible and was there more than one Adam?,0
7aadee7e2300d5276e3e,"Do non Indian women, especially white women, think that the sari is a form of oppression for Indian women? Does wearing only Western clothes and applying makeup make a non Western woman truly progressive in the eyes of white women? Why the hypocrisy?",1
af23d805d6de11884def,Can I expect to score above 310 in BITSAT if I score around 260 in mypat BITSAT test series?,0
b6dce1ffd7ccd38766d9,Why is it that Jehovah's Witnesses do not enter other church buildings?,0
902a8060d593dda343ec,Do narcissists have inferiority complex towards some people?,0
0ce9f0791c60e7837a9f,"Any parents of adult child who is homeless, alcoholic and addicted to drugs? How do you cope?",0
fc059398184e727149e5,Which is the best university for bachelor in actuarial science in Australia?,0
0b4fd721c3fca7c3ef2a,"What is the worst thing about Quora, s comment page?",0
4a071f9d038564b2ff0b,Which animals have pneumatic bones or hollow bones?,0
edb2a53c20387bee0d39,Who is the best James Bond ever?,0
f70ec69f7695b050752b,Is it too much that I want to follow my boyfriend and his friends traveling to Florida?,0
84b8f4a6cde3ab6df28d,"My mom is severely depressed, and therapy didn't work. How can I help her living abroad?",0
51f11f6ac01995bc6dda,Why are millenials leaving the LDS church?,0
83a5e81b55dd42f5bbda,What do libertarians think of overpopulation?,0
f69378aab0efa34b746f,How can I use the LEGO Mindstorms NXT?,0
3db8d504882f05bd43cd,"What is your best recipe and method of making real Italian meatballs, frying, baking, or simmering in sauce?",0
12c96d39792107428f3c,Are boiled sweet potatoes good for you?,0
aae6d4cdeb7378f63119,What are some services Jea provides?,0
806bb4f2c228daebc340,How do you determine an age appropriate long distance child visitation plan for the non resident parent?,0
63ec1542558be91752bd,How can I meet girls of Ranchi for friendship?,0
1d4a006ebf2793630247,"If the Vietnamese president controls the army, couldn't he technically use it to destroy all his opposition and become dictator?",0
c84bbe5da67684f89a5d,What is the sant nirankari mission short note explalin?,0
5fce25ef8a17e1d19ab8,What are the benefits of luxury mystery shopping?,0
7d2d7447e7088f5b847e,Why would gas cause pain on the pelvic area?,0
39febcb7c69a6ea6d4aa,Can you get in airsoft when your 13?,0
7cd860a3a9eb70dfc23b,Does it matter if I start my Facebook ads at midnight?,0
de4532a6ca8d6ef1c80b,How many types of load should calculate in construction?,0
299ad5b6935064080eb7,Have you been to the U.S. before?,0
cf7a71cfde2b7e94422e,What is meant by in phase?,0
b36c2ca554718667f019,What are the scholarship available for M.tech students in India?,0
922bb559fcf8d0fea73a,What are some eating habits of pigs?,0
0e4c57eb8d32abe8959c,How do I study CA while doing engineering in India?,0
642485eca572b3f4f3bd,Which desert is red in colour because of it's soil?,0
7f52d6108958e7950f6a,What was your average score in KD campus weekly SSC test?,0
bab7894f3f5c2a9ed548,How is APSC exam pattern different from UPSC exam pattern?,0
f5aa4dab5ed6f3e78eca,"Is it odd if someone refers to an object as ""dear"" when they mean that something is expensive?",0
81cfe41f0c22a77cdb75,What are the best free cloud storages for storing and retrieving the PDFs and docs?,0
4c18048fcb3e8469e152,When do I get Android Oreo update for Nokia 5?,0
4a5a25bec0fd9f704a9d,What does a soft penis look like?,0
7e283e1fd6a209aacf5b,What are some of the interesting Computer Vision papers from ICCV 2017?,0
7b652e12e08360ee7a2f,Lite coin seems to be stuck at $55 will it go higher or is it better to trade them off and invest in bitcoin?,0
e7c8e18008c469b33eee,"How can I get an investment banking internship in India? (I've heard that to be successfully hired by a big bank/HFT firm, you should have some work ex but it seems like most banks do not offer internships in India)",0
e35982cb1f433d33ace1,What are the requirements of landscaping?,0
ea7576a60f921c683729,How does a family contribute to the community?,0
5ef3f158b33457fc241f,What was the name of the Governor of the Central Bank of the USA in the early 2000s?,0
e3f9ebb4bd6412df5813,Does Dante die in the Divine Comedy?,0
e20a6540329abbd679b6,"What place do I go to play DOTA 2 in Rohtak, Haryana?",0
2402016e67de80566fd9,Is Google drive safe for sexual video?,0
24ca3ffe15f06268ab43,Is queen Elizabeth related to queen Lilioukalani?,0
df85a362abb2f8c7bb36,"What is the definition of ""internet""?",0
3e7734c437215c9d6898,Are there histories of the Three Kingdoms period which were written before The Romance of the Three Kingdoms and which are less biased against Cao Cao?,0
7689901d5b0c38583fe5,How do I prepare for SSC Statistical Investigators paper?,0
06a987f4bf9d20ba40d3,Why did they call it the Orient Express if its eastern terminus was Istanbul?,0
b570f1ada7b569f8a0a1,"How PSU engineers work in remote places, isn't it boring?",0
5fbbcc9b41a40cfaf06d,Is Russia a joke of countries?,0
cbf02c2230fc34ca99f5,What are the key elements of good communication skills?,0
4b718092c5a83c12cc9e,When will congress enact term limits on the house and senate?,0
06a8965c44b3d1db2c2a,Which mean is used as an appropriate measure of central tendency where relative changes are more important than absolute changes?,0
e83695de565589c29023,How do I make money as a teen in Dubai?,0
cbe1a4ccc30310e029cd,Who would win in a fight between MCU Iron Man and Arkham Knight Batman?,0
bf36cda112dbb9d716e8,Which chemical reaction makes bad odor smell good?,0
cd1652d0c563c96f9bcf,How can I set multiple wallpapers in Windows 7?,0
19883d3ad6f4fb492b29,What is the hostel fees at Cdac Kharghar?,0
c1ea0085ceed6486c0f0,How do you sound on accordion?,0
19d406f6d0caa32ee513,What would the environment be like today if no pollution had ever occurred?,0
ba105132a4b388ea016d,Has anyone done an internship at IISc while still in 12th grade?,0
